Invoice_ID,Order_ID,Invoice_Date,Due_Date,Net_Amount,Tax_Amount,Invoice_Amount,Invoice_Status
INV000328,O002275,2025-04-07,2025-06-06,276116.43,49700.96,325817.39,Partially Paid
INV000329,O002381,2026-08-13,2026-09-12,47765.04,8597.71,56362.75,Open
INV000330,O001117,2025-08-05,2025-09-19,167738.65,30192.96,197931.6,Open
INV000331,O000646,2025-07-23,2025-09-06,370767.38,66738.13,437505.5,Paid
INV000332,O002643,2025-05-31,2025-07-30,156286.55,28131.58,184418.13,Partially Paid
INV000333,O001747,2026-08-12,2026-09-26,380917.51,68565.15,449482.66,Open
INV000334,O001652,2025-10-25,2025-11-09,203481.09,36626.6,240107.68,Open
INV000335,O000094,2025-01-15,2025-03-16,46143.34,8305.8,54449.15,Open
INV000336,O002842,2025-07-20,2025-08-19,70736.52,12732.57,83469.09,Open
INV000337,O001679,2026-03-17,2026-05-01,13153.77,2367.68,15521.45,Paid
INV000338,O001736,2026-06-17,2026-07-02,462955.18,83331.93,546287.11,Open
INV000339,O002500,2026-07-11,2026-09-09,38161.76,6869.12,45030.88,Paid
INV000340,O002214,2026-03-25,2026-05-09,33933.17,6107.97,40041.14,Partially Paid
INV000341,O000128,2026-06-14,2026-07-14,3064.08,551.54,3615.62,Partially Paid
INV000342,O002606,2025-06-12,2025-07-12,321726.48,57910.77,379637.24,Paid
INV000343,O000768,2025-03-25,2025-05-09,336320.8,60537.74,396858.55,Open
INV000344,O001904,2026-07-09,2026-09-07,78723.81,14170.29,92894.1,Partially Paid
INV000345,O002772,2026-05-23,2026-06-07,56384.13,10149.14,66533.28,Open
INV000346,O001255,2026-01-27,2026-03-28,116477.44,20965.94,137443.38,Paid
INV000347,O001083,2026-02-09,2026-03-26,942322.98,169618.14,1111941.12,Open
INV000348,O002216,2025-07-10,2025-07-25,31508.86,5671.59,37180.45,Partially Paid
INV000349,O000707,2025-04-11,2025-05-26,193587.66,34845.78,228433.44,Partially Paid
INV000350,O002628,2025-02-26,2025-04-12,146856.37,26434.15,173290.52,Open
INV000351,O002458,2026-09-01,2026-10-31,463787.35,83481.72,547269.07,Partially Paid
INV000352,O001170,2025-04-09,2025-06-08,262264.22,47207.56,309471.78,Partially Paid
INV000353,O000806,2026-04-29,2026-05-14,8530.4,1535.47,10065.87,Partially Paid
INV000354,O001477,2025-06-21,2025-08-20,279308.31,50275.5,329583.81,Open
INV000355,O000190,2026-08-28,2026-09-27,122565.02,22061.7,144626.72,Open
INV000356,O000232,2025-11-24,2026-01-08,11985.72,2157.43,14143.15,Paid
INV000357,O001975,2026-07-25,2026-08-24,342200.42,61596.08,403796.5,Partially Paid
INV000358,O002471,2025-09-30,2025-10-15,141065.24,25391.74,166456.98,Open
INV000359,O001631,2025-11-23,2025-12-23,267100.81,48078.15,315178.96,Open
INV000360,O000421,2026-09-03,2026-11-02,4682.13,842.78,5524.92,Open
INV000361,O001771,2025-04-20,2025-05-20,516334.75,92940.25,609275,Partially Paid
INV000362,O001454,2026-02-10,2026-03-27,111585.66,20085.42,131671.08,Partially Paid
INV000363,O000918,2025-11-23,2025-12-23,324479.85,58406.37,382886.22,Paid
INV000364,O001959,2025-04-18,2025-06-02,138035.1,24846.32,162881.42,Partially Paid
INV000365,O002031,2025-03-11,2025-05-10,163966.99,29514.06,193481.04,Open
INV000366,O001913,2025-04-24,2025-06-23,110833.34,19950,130783.34,Paid
INV000367,O002153,2025-01-19,2025-03-20,144354.72,25983.85,170338.57,Partially Paid
INV000368,O002827,2025-05-20,2025-06-19,244026.46,43924.76,287951.22,Partially Paid
INV000369,O000572,2025-11-19,2025-12-04,12366.93,2226.05,14592.97,Open
INV000370,O001140,2026-05-27,2026-07-11,111609.62,20089.73,131699.36,Paid
INV000371,O002012,2026-03-18,2026-04-02,17713.85,3188.49,20902.35,Partially Paid
INV000372,O000435,2026-08-17,2026-09-16,279377.06,50287.87,329664.94,Partially Paid
INV000373,O001721,2026-06-07,2026-08-06,43518.7,7833.37,51352.07,Partially Paid
INV000374,O001180,2025-07-08,2025-09-06,375228.82,67541.19,442770.01,Paid
INV000375,O002312,2025-06-15,2025-07-30,463506.5,83431.17,546937.67,Paid
INV000376,O000265,2026-08-19,2026-10-03,64310.18,11575.83,75886.02,Paid
INV000377,O002402,2025-08-21,2025-10-05,39571.03,7122.79,46693.82,Partially Paid
INV000378,O000458,2026-04-24,2026-05-24,37448.63,6740.75,44189.38,Open
INV000379,O002716,2026-02-18,2026-04-19,164960.36,29692.86,194653.22,Paid
INV000380,O000791,2026-05-07,2026-05-22,4841.09,871.4,5712.48,Partially Paid
INV000381,O001755,2026-02-06,2026-03-08,176892.58,31840.67,208733.25,Open
INV000382,O002384,2026-08-23,2026-10-22,12978.12,2336.06,15314.18,Paid
INV000383,O001367,2026-07-11,2026-09-09,224013.37,40322.41,264335.78,Paid
INV000384,O002932,2026-05-08,2026-07-07,227894.04,41020.93,268914.96,Open
INV000385,O001929,2026-03-17,2026-05-01,298796.58,53783.38,352579.96,Partially Paid
INV000386,O000712,2026-05-31,2026-07-30,49981.47,8996.66,58978.13,Open
INV000387,O001406,2026-08-14,2026-08-29,31954.82,5751.87,37706.69,Partially Paid
INV000388,O002488,2026-05-03,2026-05-18,35962.56,6473.26,42435.82,Open
INV000389,O000721,2025-07-23,2025-09-21,3367.26,606.11,3973.37,Open
INV000390,O001411,2025-10-10,2025-12-09,5569.65,1002.54,6572.19,Partially Paid
INV000391,O000148,2025-02-23,2025-04-24,170362.87,30665.32,201028.19,Open
INV000392,O000406,2026-02-05,2026-04-06,101791.51,18322.47,120113.98,Paid
INV000393,O001591,2025-02-19,2025-03-21,44594.16,8026.95,52621.11,Paid
INV000394,O002484,2025-06-05,2025-07-20,23406.1,4213.1,27619.2,Open
INV000395,O000303,2026-07-09,2026-08-08,194349.09,34982.84,229331.93,Open
INV000396,O001429,2025-07-17,2025-08-01,47708.12,8587.46,56295.58,Open
INV000397,O001750,2025-02-09,2025-03-11,42889.16,7720.05,50609.21,Open
INV000398,O002512,2026-08-06,2026-08-21,55536.39,9996.55,65532.93,Open
INV000399,O001952,2026-05-22,2026-06-06,42036.55,7566.58,49603.13,Partially Paid
INV000400,O002855,2025-11-21,2026-01-05,305890.2,55060.24,360950.44,Open
INV000401,O000254,2026-07-21,2026-08-05,47495.35,8549.16,56044.51,Paid
INV000402,O001968,2025-11-14,2026-01-13,135851.25,24453.22,160304.47,Paid
INV000403,O002560,2025-05-16,2025-07-15,7444.6,1340.03,8784.63,Partially Paid
INV000404,O002088,2025-07-14,2025-07-29,13458.33,2422.5,15880.83,Open
INV000405,O002975,2026-02-07,2026-04-08,19348.6,3482.75,22831.35,Paid
INV000406,O000853,2025-09-03,2025-11-02,47989.86,8638.17,56628.03,Partially Paid
INV000407,O000220,2025-11-08,2025-12-23,226918.18,40845.27,267763.46,Open
INV000408,O002888,2026-02-06,2026-04-07,243094.92,43757.08,286852,Open
INV000409,O000189,2025-08-12,2025-09-26,716456.99,128962.26,845419.25,Paid
INV000410,O000087,2025-04-29,2025-05-14,262781.44,47300.66,310082.1,Partially Paid
INV000411,O002146,2026-01-08,2026-01-23,220435.75,39678.43,260114.18,Partially Paid
INV000412,O000260,2026-06-12,2026-08-11,45281.1,8150.6,53431.69,Partially Paid
INV000413,O002648,2025-05-02,2025-06-16,78682.61,14162.87,92845.48,Partially Paid
INV000414,O002691,2026-04-13,2026-06-12,31674.83,5701.47,37376.3,Partially Paid
INV000415,O001262,2025-08-24,2025-09-23,1553.77,279.68,1833.45,Paid
INV000416,O002771,2026-06-11,2026-07-26,143615.19,25850.73,169465.93,Paid
INV000417,O000076,2025-04-26,2025-05-26,29806.34,5365.14,35171.48,Partially Paid
INV000418,O000580,2025-03-20,2025-05-04,14482.46,2606.84,17089.3,Partially Paid
INV000419,O000855,2025-12-10,2026-01-09,52468.4,9444.31,61912.71,Open
INV000420,O002599,2026-07-05,2026-08-19,38660.18,6958.83,45619.02,Paid
INV000421,O001228,2025-09-11,2025-10-11,29452.94,5301.53,34754.47,Open
INV000422,O000950,2026-03-23,2026-04-07,42089.25,7576.06,49665.31,Paid
INV000423,O000729,2026-01-31,2026-03-02,317386.35,57129.54,374515.9,Paid
INV000424,O002839,2026-04-27,2026-06-11,47671.58,8580.88,56252.46,Paid
INV000425,O002352,2025-08-01,2025-09-30,22610.21,4069.84,26680.05,Paid
INV000426,O000720,2025-04-05,2025-05-05,39600.16,7128.03,46728.19,Partially Paid
INV000427,O001142,2026-05-25,2026-07-24,112876.72,20317.81,133194.52,Open
INV000428,O002554,2025-05-28,2025-06-27,113082.75,20354.89,133437.64,Paid
INV000429,O001153,2026-03-02,2026-04-01,75844.51,13652.01,89496.52,Paid
INV000430,O000401,2026-08-13,2026-08-28,157686.8,28383.62,186070.43,Partially Paid
INV000431,O002262,2025-02-23,2025-03-10,343642.07,61855.57,405497.64,Partially Paid
INV000432,O000016,2026-08-22,2026-10-21,166923.93,30046.31,196970.23,Partially Paid
INV000433,O000370,2026-03-13,2026-03-28,171599.08,30887.84,202486.92,Paid
INV000434,O001554,2025-08-26,2025-10-25,15575.13,2803.52,18378.66,Paid
INV000435,O002365,2025-01-22,2025-02-21,3425.45,616.58,4042.03,Open
INV000436,O001444,2026-08-10,2026-10-09,173152.86,31167.51,204320.37,Partially Paid
INV000437,O002948,2025-09-19,2025-10-04,187882.87,33818.92,221701.78,Partially Paid
INV000438,O002603,2025-05-29,2025-06-28,3048.7,548.77,3597.47,Paid
INV000439,O000483,2025-08-24,2025-10-23,107397.4,19331.53,126728.93,Paid
INV000440,O000484,2025-07-16,2025-07-31,286789.97,51622.19,338412.17,Open
INV000441,O000715,2025-05-14,2025-07-13,42432.82,7637.91,50070.73,Partially Paid
INV000442,O002345,2025-10-03,2025-11-17,323143.16,58165.77,381308.93,Open
INV000443,O001231,2025-11-06,2025-12-21,143935.98,25908.48,169844.45,Paid
INV000444,O002766,2025-11-28,2026-01-27,281152.37,50607.43,331759.8,Paid
INV000445,O001077,2025-12-19,2026-02-02,48861.77,8795.12,57656.88,Paid
INV000446,O002963,2025-12-06,2026-02-04,519284.11,93471.14,612755.24,Partially Paid
INV000447,O001013,2025-08-20,2025-10-04,24378.08,4388.05,28766.14,Open
INV000448,O000280,2025-12-02,2026-01-01,442769.87,79698.58,522468.45,Partially Paid
INV000449,O000439,2025-09-29,2025-11-28,79261.31,14267.04,93528.34,Partially Paid
INV000450,O002879,2025-04-15,2025-04-30,41521.2,7473.82,48995.02,Partially Paid
INV000451,O000638,2025-02-09,2025-04-10,123900.12,22302.02,146202.14,Partially Paid
INV000452,O002267,2025-08-29,2025-09-13,254802.96,45864.53,300667.5,Partially Paid
INV000453,O002991,2026-01-30,2026-03-01,30691.09,5524.4,36215.49,Open
INV000454,O002456,2026-05-17,2026-07-16,97279,17510.22,114789.22,Open
INV000455,O000387,2026-05-16,2026-05-31,29836.86,5370.64,35207.5,Partially Paid
INV000456,O001078,2025-06-21,2025-07-21,179846.12,32372.3,212218.42,Open
INV000457,O001781,2025-09-03,2025-09-18,432642.37,77875.63,510517.99,Paid
INV000458,O001464,2025-12-30,2026-01-14,405668.96,73020.41,478689.37,Paid
INV000459,O002418,2026-06-19,2026-08-03,84466.01,15203.88,99669.89,Partially Paid
INV000460,O001430,2026-02-26,2026-03-13,34931.74,6287.71,41219.45,Partially Paid
INV000461,O000393,2025-11-30,2025-12-15,94636.7,17034.61,111671.3,Paid
INV000462,O000337,2026-06-20,2026-08-04,47111.51,8480.07,55591.58,Open
INV000463,O000595,2026-05-28,2026-07-27,62469.38,11244.49,73713.87,Open
INV000464,O000113,2026-04-14,2026-06-13,722585.93,130065.47,852651.4,Paid
INV000465,O002918,2025-07-12,2025-09-10,201228.57,36221.14,237449.72,Open
INV000466,O000945,2025-05-17,2025-07-16,59231.01,10661.58,69892.59,Paid
INV000467,O002809,2025-06-09,2025-08-08,76340.17,13741.23,90081.4,Partially Paid
INV000468,O000244,2025-11-24,2026-01-23,67765.37,12197.77,79963.13,Paid
INV000469,O001506,2025-05-18,2025-06-17,25238.92,4543.01,29781.93,Open
INV000470,O002469,2025-05-01,2025-06-15,83639.76,15055.16,98694.91,Partially Paid
INV000471,O001577,2026-06-25,2026-08-09,389245.87,70064.26,459310.12,Open
INV000472,O002577,2025-11-19,2025-12-04,140542.27,25297.61,165839.88,Partially Paid
INV000473,O002925,2025-01-14,2025-02-13,235718.09,42429.26,278147.35,Paid
INV000474,O002375,2025-06-16,2025-07-16,24438.57,4398.94,28837.51,Open
INV000475,O001040,2026-08-10,2026-08-25,371166.42,66809.96,437976.38,Open
INV000476,O000632,2025-12-26,2026-02-24,193456.09,34822.1,228278.19,Paid
INV000477,O000889,2025-10-11,2025-10-26,32567.63,5862.17,38429.81,Partially Paid
INV000478,O002351,2025-11-14,2026-01-13,23114.42,4160.6,27275.02,Paid
INV000479,O001189,2025-11-11,2025-12-26,322994.85,58139.07,381133.93,Paid
INV000480,O000774,2026-02-19,2026-04-05,42317.78,7617.2,49934.98,Open
INV000481,O002285,2025-05-03,2025-07-02,3644.43,656,4300.43,Paid
INV000482,O000852,2025-12-15,2026-01-29,44174.07,7951.33,52125.4,Partially Paid
INV000483,O001973,2025-03-30,2025-05-14,396668.57,71400.34,468068.92,Paid
INV000484,O002543,2025-01-14,2025-02-28,201236.7,36222.61,237459.3,Open
INV000485,O001176,2025-03-16,2025-04-30,4423.58,796.24,5219.82,Partially Paid
INV000486,O000652,2026-06-24,2026-08-23,16960,3052.8,20012.8,Paid
INV000487,O002171,2025-11-16,2025-12-31,14239.89,2563.18,16803.06,Open
INV000488,O002052,2025-02-09,2025-03-11,130740.73,23533.33,154274.06,Paid
INV000489,O001229,2026-04-24,2026-05-24,477377,85927.86,563304.86,Open
INV000490,O002530,2025-10-25,2025-11-24,17832.3,3209.81,21042.12,Partially Paid
INV000491,O000993,2026-01-30,2026-03-16,677464.07,121943.53,799407.6,Open
INV000492,O001942,2026-07-13,2026-07-28,14703.41,2646.61,17350.03,Paid
INV000493,O001964,2025-07-15,2025-08-14,43696.25,7865.32,51561.57,Paid
INV000494,O000989,2025-08-16,2025-09-30,353519.22,63633.46,417152.69,Paid
INV000495,O002883,2026-03-16,2026-03-31,221327.73,39838.99,261166.73,Partially Paid
INV000496,O002253,2025-02-19,2025-03-06,77276.61,13909.79,91186.39,Paid
INV000497,O002860,2025-06-12,2025-06-27,141898.02,25541.64,167439.66,Partially Paid
INV000498,O002594,2025-05-08,2025-06-07,341235.2,61422.34,402657.54,Paid
INV000499,O000998,2025-09-07,2025-09-22,71136.65,12804.6,83941.24,Partially Paid
INV000500,O000040,2026-05-22,2026-06-06,7326.9,1318.84,8645.75,Open
INV000501,O000735,2026-05-22,2026-06-06,44388.82,7989.99,52378.8,Paid
INV000502,O001838,2026-05-31,2026-06-30,19566.22,3521.92,23088.13,Partially Paid
INV000503,O001946,2026-08-28,2026-10-27,722.49,130.05,852.54,Paid
INV000504,O000560,2025-11-15,2025-11-30,215884.61,38859.23,254743.84,Partially Paid
INV000505,O002958,2025-07-16,2025-08-15,598.59,107.75,706.33,Open
INV000506,O001860,2025-10-23,2025-12-07,309579.25,55724.27,365303.52,Open
INV000507,O002358,2026-06-08,2026-07-23,85012.6,15302.27,100314.87,Open
INV000508,O000838,2026-08-25,2026-10-24,383985.48,69117.39,453102.86,Paid
INV000509,O000306,2025-07-15,2025-08-29,224219.44,40359.5,264578.94,Partially Paid
INV000510,O001643,2026-01-27,2026-02-11,199738.23,35952.88,235691.12,Open
INV000511,O000649,2025-01-21,2025-03-22,87725.75,15790.63,103516.38,Open
INV000512,O001466,2025-12-27,2026-01-11,144317.37,25977.13,170294.5,Paid
INV000513,O002750,2025-02-27,2025-03-14,159322.58,28678.06,188000.64,Partially Paid
INV000514,O002939,2025-07-15,2025-07-30,203690.17,36664.23,240354.4,Partially Paid
INV000515,O002565,2025-01-03,2025-02-02,12747.73,2294.59,15042.32,Paid
INV000516,O000811,2026-07-17,2026-09-15,27134.93,4884.29,32019.22,Partially Paid
INV000517,O000647,2026-03-08,2026-04-07,117256.42,21106.16,138362.58,Open
INV000518,O001739,2025-03-08,2025-03-23,22988.02,4137.84,27125.86,Paid
INV000519,O002969,2025-06-25,2025-07-25,28769.61,5178.53,33948.14,Partially Paid
INV000520,O000597,2025-08-17,2025-10-16,140624.85,25312.47,165937.33,Open
INV000521,O002894,2025-10-18,2025-12-02,11556.67,2080.2,13636.87,Partially Paid
INV000522,O001251,2025-11-27,2025-12-12,48864.89,8795.68,57660.57,Paid
INV000523,O002094,2025-12-01,2025-12-31,50268.46,9048.32,59316.79,Partially Paid
INV000524,O001008,2026-05-11,2026-07-10,65047.14,11708.48,76755.62,Open
INV000525,O001909,2025-09-03,2025-10-03,16940.56,3049.3,19989.86,Partially Paid
INV000526,O000589,2025-03-29,2025-05-28,232826.99,41908.86,274735.85,Partially Paid
INV000527,O001617,2025-11-30,2025-12-15,32922.93,5926.13,38849.06,Open
INV000528,O002288,2025-12-28,2026-02-11,32680.14,5882.42,38562.56,Paid
INV000529,O001890,2026-06-03,2026-08-02,42534.44,7656.2,50190.64,Open
INV000530,O001997,2025-08-17,2025-10-16,44665.3,8039.75,52705.05,Partially Paid
INV000531,O002414,2026-03-21,2026-04-05,463457.24,83422.3,546879.54,Paid
INV000532,O000986,2026-01-22,2026-03-08,585783.85,105441.09,691224.94,Partially Paid
INV000533,O002090,2026-03-08,2026-04-07,60050.4,10809.07,70859.48,Partially Paid
INV000534,O002157,2025-11-18,2025-12-03,46224.67,8320.44,54545.11,Partially Paid
INV000535,O002333,2026-03-04,2026-05-03,238003.17,42840.57,280843.73,Paid
INV000536,O001100,2026-01-24,2026-02-08,86507.42,15571.34,102078.75,Open
INV000537,O002436,2025-05-22,2025-06-06,39854.6,7173.83,47028.42,Paid
INV000538,O002496,2025-01-11,2025-01-26,209082.18,37634.79,246716.98,Open
INV000539,O000703,2025-05-07,2025-06-06,28340.01,5101.2,33441.21,Partially Paid
INV000540,O002467,2025-08-30,2025-10-29,140887.39,25359.73,166247.12,Paid
INV000541,O002757,2025-02-13,2025-03-15,29551.79,5319.32,34871.11,Paid
INV000542,O001813,2025-07-02,2025-08-16,385608.83,69409.59,455018.41,Partially Paid
INV000543,O000679,2025-01-26,2025-02-25,27233.27,4901.99,32135.26,Open
INV000544,O002075,2025-03-12,2025-03-27,109767.06,19758.07,129525.13,Paid
INV000545,O001998,2026-06-19,2026-08-18,29755.68,5356.02,35111.7,Paid
INV000546,O001967,2025-11-29,2026-01-13,43271.14,7788.81,51059.95,Partially Paid
INV000547,O001054,2025-06-06,2025-07-21,193478.49,34826.13,228304.62,Partially Paid
INV000548,O002675,2025-06-11,2025-06-26,27823.54,5008.24,32831.77,Partially Paid
INV000549,O002206,2025-01-22,2025-02-06,159005.22,28620.94,187626.16,Open
INV000550,O001572,2026-04-03,2026-05-03,88611.61,15950.09,104561.7,Open
INV000551,O000342,2025-06-08,2025-07-08,19318.92,3477.41,22796.33,Paid
INV000552,O000214,2025-11-05,2025-11-20,397566.85,71562.03,469128.89,Open
INV000553,O001207,2025-12-20,2026-01-04,7203.27,1296.59,8499.86,Paid
INV000554,O000074,2025-04-21,2025-06-05,12033.37,2166.01,14199.38,Partially Paid
INV000555,O001815,2026-03-12,2026-04-26,13831.1,2489.6,16320.7,Paid
INV000556,O001555,2025-06-15,2025-08-14,34610.25,6229.85,40840.1,Paid
INV000557,O000678,2025-02-07,2025-02-22,39240.61,7063.31,46303.92,Partially Paid
INV000558,O001545,2025-12-11,2026-01-10,26805.58,4825,31630.58,Partially Paid
INV000559,O001561,2025-07-13,2025-07-28,632973.68,113935.26,746908.95,Partially Paid
INV000560,O001285,2025-06-14,2025-07-29,255009.58,45901.72,300911.3,Partially Paid
INV000561,O000749,2025-03-28,2025-04-12,23280.08,4190.41,27470.5,Paid
INV000562,O001154,2025-05-18,2025-06-17,44524.16,8014.35,52538.51,Open
INV000563,O000411,2025-11-24,2026-01-23,10140.41,1825.27,11965.68,Paid
INV000564,O001298,2025-08-11,2025-09-10,23106.03,4159.09,27265.11,Partially Paid
INV000565,O001991,2025-09-18,2025-11-17,203548.25,36638.68,240186.93,Paid
INV000566,O000903,2025-01-12,2025-02-26,526233.4,94722.01,620955.41,Partially Paid
INV000567,O000305,2026-01-29,2026-03-15,159492.65,28708.68,188201.32,Open
INV000568,O002105,2026-03-16,2026-04-30,36373.53,6547.24,42920.77,Partially Paid
INV000569,O000206,2026-05-08,2026-07-07,145794.26,26242.97,172037.22,Paid
INV000570,O000577,2026-01-21,2026-02-05,373134.83,67164.27,440299.1,Open
INV000571,O002734,2025-10-13,2025-11-27,18236.56,3282.58,21519.14,Paid
INV000572,O001171,2026-05-29,2026-06-28,78014.05,14042.53,92056.58,Open
INV000573,O000083,2026-03-01,2026-03-31,65827.77,11849,77676.77,Partially Paid
INV000574,O001081,2026-01-27,2026-03-13,501904.68,90342.84,592247.52,Paid
INV000575,O000318,2025-12-27,2026-02-10,472719.64,85089.54,557809.18,Paid
INV000576,O000033,2026-05-26,2026-06-25,69529.62,12515.33,82044.96,Paid
INV000577,O001885,2026-08-28,2026-09-12,161421.27,29055.83,190477.1,Open
INV000578,O000419,2026-01-24,2026-02-08,25416.26,4574.93,29991.19,Open
INV000579,O002322,2026-03-30,2026-05-14,26973.44,4855.22,31828.66,Paid
INV000580,O000283,2025-11-27,2025-12-12,67273.64,12109.26,79382.9,Partially Paid
INV000581,O002971,2026-06-11,2026-06-26,183160.97,32968.97,216129.94,Partially Paid
INV000582,O001147,2026-04-20,2026-05-05,33552.79,6039.5,39592.3,Open
INV000583,O001022,2026-01-13,2026-03-14,51526.92,9274.85,60801.77,Paid
INV000584,O001018,2026-05-14,2026-06-13,187476.6,33745.79,221222.39,Paid
INV000585,O001870,2025-06-05,2025-06-20,22337.69,4020.78,26358.47,Partially Paid
INV000586,O000231,2025-06-11,2025-06-26,26228.49,4721.13,30949.62,Paid
INV000587,O002885,2026-03-06,2026-04-20,11555.9,2080.06,13635.97,Paid
INV000588,O001730,2025-02-23,2025-04-09,11653.32,2097.6,13750.92,Paid
